fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff_info
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common approvalDate,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalDate,Acquisition Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"","",
anthro_7-0-0 acquisition ns2:acquisitions_common approvalNote,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalNote,Acquisition Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"","",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common approvalNote,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalNote,Acquisition Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"","",
anthro_7-0-0 acquisition ns2:acquisitions_common acquisitionNote,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionNote,Acquisition Information,"",Note,"",acquisitionNote,string,n,n,n/a,"","",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common acquisitionNote,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionNote,Acquisition Information,"",Note,"",acquisitionNote,string,n,n,n/a,"","",
anthro_7-0-0 acquisition ns2:acquisitions_common acquisitionProvisos,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionProvisos,Acquisition Information,"",Provisos,"",acquisitionProvisos,string,n,n,n/a,"","",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common acquisitionProvisos,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionProvisos,Acquisition Information,"",Restrictions,"",acquisitionProvisos,string,n,n,n/a,"","",
anthro_7-0-0 acquisition ns2:acquisitions_common acquisitionFundingCurrency,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingCurrency,Acquisition Information,Funding,Funding currency,acquisitionFundingList > acquisitionFunding,acquisitionFundingCurrency,string,n,n,y,vocabulary: currency,"",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common acquisitionFundingCurrency,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingCurrency,Acquisition Information,Funding,Funding currency,acquisitionFundingList > acquisitionFunding,acquisitionFundingCurrency,string,n,n,y,vocabulary: currency,"",
anthro_7-0-0 acquisition ns2:acquisitions_common acquisitionFundingValue,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingValue,Acquisition Information,Funding,Funding value,acquisitionFundingList > acquisitionFunding,acquisitionFundingValue,float,n,n,y,"","",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common acquisitionFundingValue,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingValue,Acquisition Information,Funding,Funding value,acquisitionFundingList > acquisitionFunding,acquisitionFundingValue,float,n,n,y,"","",
anthro_7-0-0 acquisition ns2:acquisitions_common acquisitionFundingSource,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSource,Acquisition Information,Funding,Funding source,acquisitionFundingList > acquisitionFunding,acquisitionFundingSource,string,n,n,y,authority: person/local; authority: organization/local,"",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common acquisitionFundingSource,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSource,Acquisition Information,Funding,Funding source,acquisitionFundingList > acquisitionFunding,acquisitionFundingSource,string,n,n,y,authority: person/local; authority: organization/local,"",
anthro_7-0-0 acquisition ns2:acquisitions_common acquisitionFundingSourceProvisos,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSourceProvisos,Acquisition Information,Funding,Funding source provisos,acquisitionFundingList > acquisitionFunding,acquisitionFundingSourceProvisos,string,n,n,y,"","",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common acquisitionFundingSourceProvisos,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSourceProvisos,Acquisition Information,Funding,Funding source provisos,acquisitionFundingList > acquisitionFunding,acquisitionFundingSourceProvisos,string,n,n,y,"","",
anthro_7-0-0 acquisition ns2:acquisitions_common creditLine,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.creditLine,Acquisition Information,"",Credit line,"",creditLine,string,n,n,n/a,"","",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common creditLine,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.creditLine,Acquisition Information,"",Credit line,"",creditLine,string,n,n,n/a,"","",
anthro_7-0-0 acquisition ns2:acquisitions_common fieldCollectionEventName,anthro_7-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.fieldCollectionEventName,Object Collection Information,"",Field collection event name,fieldCollectionEventNames,fieldCollectionEventName,string,n,y,n,"","",
ohc_1-0-18_7-2 acquisition ns2:acquisitions_common fieldCollectionEventName,ohc_1-0-18_7-2,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.fieldCollectionEventName,Object Collection Information,"",Field collection event name,fieldCollectionEventNames,fieldCollectionEventName,string,n,y,n,"","",
anthro_7-0-0 citation ns2:citations_common termDisplayName,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termDisplayName,Citation Information,Term,Term display name,citationTermGroupList > citationTermGroup,termDisplayName,string,y,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termDisplayName,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termDisplayName,Citation Information,Term,Term display name,citationTermGroupList > citationTermGroup,termDisplayName,string,y,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termStatus,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termStatus,Citation Information,Term,Term status,citationTermGroupList > citationTermGroup,termStatus,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review",
ohc_1-0-18_7-2 citation ns2:citations_common termStatus,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termStatus,Citation Information,Term,Term status,citationTermGroupList > citationTermGroup,termStatus,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review",
anthro_7-0-0 citation ns2:citations_common termType,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termType,Citation Information,Term,Term type,citationTermGroupList > citationTermGroup,termType,string,n,n,y,vocabulary: citationtermtype,"",
ohc_1-0-18_7-2 citation ns2:citations_common termType,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termType,Citation Information,Term,Term type,citationTermGroupList > citationTermGroup,termType,string,n,n,y,vocabulary: citationtermtype,"",
anthro_7-0-0 citation ns2:citations_common termFlag,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termFlag,Citation Information,Term,Term flag,citationTermGroupList > citationTermGroup,termFlag,string,n,n,y,vocabulary: citationtermflag,"",
ohc_1-0-18_7-2 citation ns2:citations_common termFlag,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termFlag,Citation Information,Term,Term flag,citationTermGroupList > citationTermGroup,termFlag,string,n,n,y,vocabulary: citationtermflag,"",
anthro_7-0-0 citation ns2:citations_common termLanguage,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termLanguage,Citation Information,Term,Term language,citationTermGroupList > citationTermGroup,termLanguage,string,n,n,y,vocabulary: languages,"",
ohc_1-0-18_7-2 citation ns2:citations_common termLanguage,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termLanguage,Citation Information,Term,Term language,citationTermGroupList > citationTermGroup,termLanguage,string,n,n,y,vocabulary: languages,"",
anthro_7-0-0 citation ns2:citations_common termPrefForLang,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termPrefForLang,Citation Information,Term,Term preferred for lang,citationTermGroupList > citationTermGroup,termPrefForLang,boolean,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termPrefForLang,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termPrefForLang,Citation Information,Term,Term preferred for lang,citationTermGroupList > citationTermGroup,termPrefForLang,boolean,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termFullCitation,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termFullCitation,Citation Information,Term,Term full citation,citationTermGroupList > citationTermGroup,termFullCitation,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termFullCitation,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termFullCitation,Citation Information,Term,Term full citation,citationTermGroupList > citationTermGroup,termFullCitation,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termTitle,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termTitle,Citation Information,Term,Term title,citationTermGroupList > citationTermGroup,termTitle,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termTitle,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termTitle,Citation Information,Term,Term title,citationTermGroupList > citationTermGroup,termTitle,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termSubTitle,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSubTitle,Citation Information,Term,Term subtitle,citationTermGroupList > citationTermGroup,termSubTitle,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termSubTitle,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termSubTitle,Citation Information,Term,Term subtitle,citationTermGroupList > citationTermGroup,termSubTitle,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termSectionTitle,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSectionTitle,Citation Information,Term,Term section title,citationTermGroupList > citationTermGroup,termSectionTitle,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termSectionTitle,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termSectionTitle,Citation Information,Term,Term section title,citationTermGroupList > citationTermGroup,termSectionTitle,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termVolume,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termVolume,Citation Information,Term,Term volume,citationTermGroupList > citationTermGroup,termVolume,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termVolume,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termVolume,Citation Information,Term,Term volume,citationTermGroupList > citationTermGroup,termVolume,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termIssue,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termIssue,Citation Information,Term,Term issue,citationTermGroupList > citationTermGroup,termIssue,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termIssue,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termIssue,Citation Information,Term,Term issue,citationTermGroupList > citationTermGroup,termIssue,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termSource,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSource,Citation Information,Term > Source,Term source name,citationTermGroupList > citationTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",
ohc_1-0-18_7-2 citation ns2:citations_common termSource,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termSource,Citation Information,Term > Source,Term source name,citationTermGroupList > citationTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",
anthro_7-0-0 citation ns2:citations_common termSourceDetail,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceDetail,Citation Information,Term > Source,Term source detail,citationTermGroupList > citationTermGroup,termSourceDetail,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termSourceDetail,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceDetail,Citation Information,Term > Source,Term source detail,citationTermGroupList > citationTermGroup,termSourceDetail,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termSourceID,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceID,Citation Information,Term > Source,Term source ID,citationTermGroupList > citationTermGroup,termSourceID,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termSourceID,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceID,Citation Information,Term > Source,Term source ID,citationTermGroupList > citationTermGroup,termSourceID,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common termSourceNote,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceNote,Citation Information,Term > Source,Term source note,citationTermGroupList > citationTermGroup,termSourceNote,string,n,n,y,"","",
ohc_1-0-18_7-2 citation ns2:citations_common termSourceNote,ohc_1-0-18_7-2,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceNote,Citation Information,Term > Source,Term source note,citationTermGroupList > citationTermGroup,termSourceNote,string,n,n,y,"","",
anthro_7-0-0 citation ns2:citations_common publisher,anthro_7-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.publisher,Citation Information,Publication,Publisher,citationPublicationInfoGroupList > citationPublicationInfoGroup,publisher,string,n,n,y,authority: organization/local,"",
