fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,dumbfieldname,new?
core exhibition ns2:exhibitions_common venue,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.venue,Exhibition Information,Venue,Venue name,venueGroupList > venueGroup,venue,string,n,n,y,authority: organization/local; authority: organization/ulan; authority: location/local; authority: location/offsite; authority: place/local; authority: place/tgn,"",exhibition venue,""
core exhibition ns2:exhibitions_common venueOpeningDate,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.venueOpeningDate,Exhibition Information,Venue,Venue opening date,venueGroupList > venueGroup,venueOpeningDate,date,n,n,y,"","",exhibition venueOpeningDate,""
core exhibition ns2:exhibitions_common venueClosingDate,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.venueClosingDate,Exhibition Information,Venue,Venue closing date,venueGroupList > venueGroup,venueClosingDate,date,n,n,y,"","",exhibition venueClosingDate,""
core exhibition ns2:exhibitions_common venueAttendance,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.venueAttendance,Exhibition Information,Venue,Venue attendance,venueGroupList > venueGroup,venueAttendance,string,n,n,y,"","",exhibition venueAttendance,""
core exhibition ns2:exhibitions_common venueUrl,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.venueUrl,Exhibition Information,Venue,Venue web address,venueGroupList > venueGroup,venueUrl,string,n,n,y,"","",exhibition venueUrl,""
core exhibition ns2:exhibitions_common workingGroupTitle,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.workingGroupTitle,Exhibition Information,Working group,Working group title,workingGroupList > workingGroup,workingGroupTitle,string,n,n,y,"","",exhibition workingGroupTitle,""
core exhibition ns2:exhibitions_common workingGroupNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.workingGroupNote,Exhibition Information,Working group,Working group note,workingGroupList > workingGroup,workingGroupNote,string,n,n,y,"","",exhibition workingGroupNote,""
core exhibition ns2:exhibitions_common exhibitionPerson,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionPerson,Exhibition Information,Working group > Working group member,Working group member name,workingGroupList > workingGroup > exhibitionPersonGroupList > exhibitionPersonGroup,exhibitionPerson,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan,"",exhibition exhibitionPerson,""
core exhibition ns2:exhibitions_common exhibitionPersonRole,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionPersonRole,Exhibition Information,Working group > Working group member,Working group member role,workingGroupList > workingGroup > exhibitionPersonGroupList > exhibitionPersonGroup,exhibitionPersonRole,string,n,n,y,vocabulary: exhibitionpersonrole,"",exhibition exhibitionPersonRole,""
core exhibition ns2:exhibitions_common planningNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.planningNote,Exhibition Information,"",Planning note,"",planningNote,string,n,n,n/a,"","",exhibition planningNote,""
core exhibition ns2:exhibitions_common curatorialNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.curatorialNote,Exhibition Information,"",Curatorial note,"",curatorialNote,string,n,n,n/a,"","",exhibition curatorialNote,""
core exhibition ns2:exhibitions_common generalNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.generalNote,Exhibition Information,"",General note,"",generalNote,string,n,n,n/a,"","",exhibition generalNote,""
core exhibition ns2:exhibitions_common boilerplateText,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.boilerplateText,Exhibition Information,"",Boilerplate text,"",boilerplateText,string,n,n,n/a,"","",exhibition boilerplateText,""
core exhibition ns2:exhibitions_common galleryRotationName,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.galleryRotationName,Exhibition Information,Gallery rotation,Gallery rotation name,galleryRotationGroupList > galleryRotationGroup,galleryRotationName,string,n,n,y,"","",exhibition galleryRotationName,""
core exhibition ns2:exhibitions_common galleryRotationStartDateGroup,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.galleryRotationStartDateGroup,Exhibition Information,Gallery rotation,Gallery rotation start date,galleryRotationGroupList > galleryRotationGroup,galleryRotationStartDateGroup,structured date group,n,n,y,"","",exhibition galleryRotationStartDateGroup,""
core exhibition ns2:exhibitions_common galleryRotationEndDateGroup,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.galleryRotationEndDateGroup,Exhibition Information,Gallery rotation,Gallery rotation end date,galleryRotationGroupList > galleryRotationGroup,galleryRotationEndDateGroup,structured date group,n,n,y,"","",exhibition galleryRotationEndDateGroup,""
core exhibition ns2:exhibitions_common galleryRotationNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.galleryRotationNote,Exhibition Information,Gallery rotation,Gallery rotation note,galleryRotationGroupList > galleryRotationGroup,galleryRotationNote,string,n,n,y,"","",exhibition galleryRotationNote,""
core exhibition ns2:exhibitions_common exhibitionReference,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionReference,Exhibition Information,Bibliographic reference,Bibliographic reference,exhibitionReferenceGroupList > exhibitionReferenceGroup,exhibitionReference,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",exhibition exhibitionReference,""
core exhibition ns2:exhibitions_common exhibitionReferenceType,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionReferenceType,Exhibition Information,Bibliographic reference,Bibliographic reference type,exhibitionReferenceGroupList > exhibitionReferenceGroup,exhibitionReferenceType,string,n,n,y,vocabulary: exhibitionreferencetype,"",exhibition exhibitionReferenceType,""
core exhibition ns2:exhibitions_common exhibitionReferenceNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionReferenceNote,Exhibition Information,Bibliographic reference,Bibliographic reference note,exhibitionReferenceGroupList > exhibitionReferenceGroup,exhibitionReferenceNote,string,n,n,y,"","",exhibition exhibitionReferenceNote,""
core exhibition ns2:exhibitions_common exhibitionSectionName,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionSectionName,Exhibition Planning Information,Exhibition section,Exhibition section name,exhibitionSectionGroupList > exhibitionSectionGroup,exhibitionSectionName,string,n,n,y,"","",exhibition exhibitionSectionName,""
core exhibition ns2:exhibitions_common exhibitionSectionLocation,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionSectionLocation,Exhibition Planning Information,Exhibition section,Exhibition section location,exhibitionSectionGroupList > exhibitionSectionGroup,exhibitionSectionLocation,string,n,n,y,"","",exhibition exhibitionSectionLocation,""
core exhibition ns2:exhibitions_common exhibitionSectionObjects,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionSectionObjects,Exhibition Planning Information,Exhibition section,Exhibition section objects,exhibitionSectionGroupList > exhibitionSectionGroup,exhibitionSectionObjects,string,n,n,y,"","",exhibition exhibitionSectionObjects,""
core exhibition ns2:exhibitions_common exhibitionSectionNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionSectionNote,Exhibition Planning Information,Exhibition section,Exhibition section note,exhibitionSectionGroupList > exhibitionSectionGroup,exhibitionSectionNote,string,n,n,y,"","",exhibition exhibitionSectionNote,""
core exhibition ns2:exhibitions_common exhibitionStatus,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionStatus,Exhibition Planning Information,Exhibition status,Exhibition status,exhibitionStatusGroupList > exhibitionStatusGroup,exhibitionStatus,string,n,n,y,vocabulary: exhibitionstatus,"",exhibition exhibitionStatus,""
core exhibition ns2:exhibitions_common exhibitionStatusDate,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionStatusDate,Exhibition Planning Information,Exhibition status,Exhibition status date,exhibitionStatusGroupList > exhibitionStatusGroup,exhibitionStatusDate,date,n,n,y,"","",exhibition exhibitionStatusDate,""
core exhibition ns2:exhibitions_common exhibitionStatusNote,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionStatusNote,Exhibition Planning Information,Exhibition status,Exhibition status note,exhibitionStatusGroupList > exhibitionStatusGroup,exhibitionStatusNote,string,n,n,y,"","",exhibition exhibitionStatusNote,""
core exhibition ns2:exhibitions_common exhibitionObjectNumber,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionObjectNumber,Exhibited Object Information,Object checklist,Object number,exhibitionObjectGroupList > exhibitionObjectGroup,exhibitionObjectNumber,string,n,n,y,"","",exhibition exhibitionObjectNumber,""
core exhibition ns2:exhibitions_common exhibitionObjectName,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionObjectName,Exhibited Object Information,Object checklist,Object name,exhibitionObjectGroupList > exhibitionObjectGroup,exhibitionObjectName,string,n,n,y,"","",exhibition exhibitionObjectName,""
core exhibition ns2:exhibitions_common exhibitionObjectConsCheckDate,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionObjectConsCheckDate,Exhibited Object Information,Object checklist,Object cons. check,exhibitionObjectGroupList > exhibitionObjectGroup,exhibitionObjectConsCheckDate,date,n,n,y,"","",exhibition exhibitionObjectConsCheckDate,""
core exhibition ns2:exhibitions_common exhibitionObjectConsTreatment,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionObjectConsTreatment,Exhibited Object Information,Object checklist,Object cons. treatment,exhibitionObjectGroupList > exhibitionObjectGroup,exhibitionObjectConsTreatment,string,n,n,y,option list: exhibitionConsTreatmentStatuses,"Done, Needed, Not needed",exhibition exhibitionObjectConsTreatment,""
core exhibition ns2:exhibitions_common exhibitionObjectMount,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionObjectMount,Exhibited Object Information,Object checklist,Object mount,exhibitionObjectGroupList > exhibitionObjectGroup,exhibitionObjectMount,string,n,n,y,option list: exhibitionMountStatuses,"Done, Needed, Not needed",exhibition exhibitionObjectMount,""
core exhibition ns2:exhibitions_common exhibitionObjectSection,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionObjectSection,Exhibited Object Information,Object checklist,Object section,exhibitionObjectGroupList > exhibitionObjectGroup,exhibitionObjectSection,string,n,n,y,"","",exhibition exhibitionObjectSection,""
core exhibition ns2:exhibitions_common exhibitionObjectCase,core,exhibition,ns2:exhibitions_common,ns2:exhibitions_common,exhibitions_common.exhibitionObjectCase,Exhibited Object Information,Object checklist,Object case,exhibitionObjectGroupList > exhibitionObjectGroup,exhibitionObjectCase,string,n,n,y,"","",exhibition exhibitionObjectCase,""
